2023,11,9,3,5,30,1699495530,19.6
2023,11,9,5,54,31,1699505671,19.6
2023,11,9,7,12,30,1699510350,19.6
2023,11,9,7,47,30,1699512450,20.3
2023,11,9,9,3,1,1699516981,20.5
2023,11,9,9,42,0,1699519320,20.5
2023,11,9,10,49,1,1699523341,20.8
2023,11,9,11,2,31,1699524151,20.8
2023,11,9,11,41,30,1699526490,20.7
2023,11,9,11,49,30,1699526970,20.6
2023,11,9,12,19,30,1699528770,20.6
2023,11,9,13,18,0,1699532280,20.8
2023,11,9,13,35,30,1699533330,20.8
2023,11,9,13,49,31,1699534171,20.8
2023,11,9,16,47,30,1699544850,20.8
2023,11,9,16,50,30,1699545030,20.8
2023,11,9,16,53,31,1699545211,20.8
2023,11,9,17,28,1,1699547281,20.8
2023,11,9,18,35,0,1699551300,20.8
2023,11,9,22,23,0,1699564980,20.8
2023,11,9,22,32,30,1699565550,20.8
2023,11,9,22,33,0,1699565580,20.8
2023,11,9,23,4,30,1699567470,20.8
2023,11,9,23,6,31,1699567591,20.8
2023,11,9,23,9,1,1699567741,20.8
2023,11,9,23,12,1,1699567921,20.8
2023,11,9,23,13,0,1699567980,20.8
2023,11,9,23,15,1,1699568101,20.8
2023,11,9,23,15,30,1699568130,20.8
2023,11,9,23,17,30,1699568250,20.8
2023,11,9,23,18,0,1699568280,20.8
2023,11,9,23,19,30,1699568370,20.8
2023,11,9,23,21,1,1699568461,20.8
2023,11,9,23,23,1,1699568581,20.8
2023,11,9,23,23,30,1699568610,20.8
2023,11,9,23,30,0,1699569000,20.8
