2023,11,9,4,1,30,1699498890,20.2
2023,11,9,5,54,31,1699505671,20.2
2023,11,9,5,55,30,1699505730,20.9
2023,11,9,7,12,30,1699510350,20.9
2023,11,9,9,7,0,1699517220,21.6
2023,11,9,9,42,0,1699519320,21.6
2023,11,9,11,2,30,1699524150,21.6
2023,11,9,12,19,30,1699528770,21.6
2023,11,9,13,35,30,1699533330,21.6
2023,11,9,13,49,30,1699534170,21.6
2023,11,9,13,51,30,1699534290,22.3
2023,11,9,16,47,30,1699544850,22.3
2023,11,9,16,50,30,1699545030,22.3
2023,11,9,16,53,30,1699545210,22.3
2023,11,9,17,28,1,1699547281,22.3
2023,11,9,18,35,0,1699551300,22.3
2023,11,9,22,23,0,1699564980,22.3
2023,11,9,22,32,30,1699565550,22.3
2023,11,9,22,33,0,1699565580,22.3
2023,11,9,23,4,30,1699567470,22.3
2023,11,9,23,6,31,1699567591,22.3
2023,11,9,23,9,0,1699567740,22.3
2023,11,9,23,12,0,1699567920,22.3
2023,11,9,23,13,0,1699567980,22.3
2023,11,9,23,15,0,1699568100,22.3
2023,11,9,23,15,30,1699568130,22.3
2023,11,9,23,17,30,1699568250,22.3
2023,11,9,23,18,0,1699568280,22.3
2023,11,9,23,19,30,1699568370,22.3
2023,11,9,23,21,1,1699568461,22.3
2023,11,9,23,23,1,1699568581,22.3
2023,11,9,23,23,30,1699568610,22.3
2023,11,9,23,30,0,1699569000,22.3
